"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2015","1","1","King of Capri",,"Fairy tales, Kings queens rulers etc Fiction, Greed Fiction, Italy Fiction",,
"Digital","OverDrive","EBOOK","2015","1","2","No Safe House","Linwood Barclay","Fiction, Suspense, Thriller","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","SOUNDDISC","2015","1","1","Benson burner",,"Jazz 1961 1970, Guitar music Jazz",,
"Digital","OverDrive","EBOOK","2015","1","3","The Lass Wore Black","Karen Ranney","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","BOOK","2015","1","2","Grandpa's cloudy with a chance of meatballs cookbook / written by Judi Barrett ; drawn by Ron Barrett.","Barrett, Judi","Cooking Juvenile literature","Atheneum Books for Young Readers,","[2013]"
"Physical","Horizon","BOOK","2015","1","2","Superman. Volume 1, What price tomorrow? / George Pérez, writer ; Jesús Merino, Nicola Scott, Trevor Scott, artists ; Brian Buccellato, [and others], colorists ; Carlos M. Mangual, Rob Leigh, letterers.","Pérez, George, 1954-","Superman Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Graphic novels, Comic books strips etc, Superhero comic books strips etc","DC Comics,","c2012."
"Digital","OverDrive","EBOOK","2015","1","2","Born in Sin: Brotherhood of the Sword Series, Book 3","Kinley MacGregor","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2008"
"Physical","Horizon","BOOK","2015","1","3","Night train to Memphis / Elizabeth Peters.","Peters, Elizabeth, 1927-2013","Bliss Vicky Fictitious character Fiction, Women museum curators Egypt Fiction, Art thefts Egypt Fiction, Mystery fiction","Grand Central Pub.,","[2008]."
"Physical","Horizon","BOOK","2015","1","1","Hiding [text (large print)] / Barbara Cartland.","Cartland, Barbara, 1902-2000","Large type books, Historical fiction, Love stories","Thorndike Press,","2000."
"Physical","Horizon","SOUNDREC","2015","1","1","The secrets of success [sound recording] : eight self-help classics that have changed the lives of millions / by various authors.",,"Rowan Andrew Summers, New Thought, Success","Recorded Books,","p2006"
"Digital","OverDrive","EBOOK","2015","1","1","Probability Space: Probability Series, Book 3","Nancy Kress","Fiction, Science Fiction","Macmillan Publishers","2013"
"Physical","Horizon","BOOK","2015","1","1","Science fair projects / compiled by Joyce Howland.","Howland, Joyce","Science fairs Bibliography","Science Reference Section, Science and Technology Division, Library of Congress,","[2001]"
"Physical","Horizon","BOOK","2015","1","1","Surviving a borderline parent : how to heal your childhood wounds & build trust, boundaries, and self-esteem / Kimberlee Roth and Freda B. Friedman ; foreword by Randi Kreger.","Roth, Kimberlee","Borderline personality disorder Popular works, Borderline personality disorder Patients Family relationships, Parents Mental health","New Harbinger Publications,","c2003."
"Digital","OverDrive","EBOOK","2015","1","4","Rumor Has It: In a town this small, a secret is hard to keep","Jill Mansell","Fiction, Literature, Romance","Sourcebooks","2010"
"Physical","Horizon","VIDEODISC","2015","1","3","Curious George makes new friends",,"Curious George Fictitious character Juvenile fiction, Friendship Fiction, Dyes and dyeing Juvenile fiction, Allergy Juvenile fiction, Water levels Juvenile fiction, Animal rescue Juvenile fiction, Childrens films, Animated films, Video recordings for the hearing impaired",,
"Physical","Horizon","BOOK","2015","1","1","Yu-Gi-Oh! : millennium world. Vol. 4, Birth of the dragon / story and art by Kazuki Takahashi ; [translation & English adaptation, Anita Sengupta ; touch-up art & lettering, Kelle Han ; design, Sean Lee].","Takahashi, Kazuki, 1961-","Games Comic books strips etc, Teenagers Comic books strips etc, Spirit possession Comic books strips etc, Egypt Civilization To 332 B C Comic books strips etc, Comic books strips etc, Graphic novels","Viz Media,","2006."
"Physical","Horizon","BOOK","2015","1","2","Mama Gena's School of Womanly Arts : using the power of pleasure to have your way with the world / Regena Thomashauer.","Thomashauer, Regena","Women Psychology, Women Conduct of life, Pleasure, Self realization","Simon and Schuster,","c2002."
"Digital","OverDrive","EBOOK","2015","1","2","Night Smoke: Night Tales Series, Book 4","Nora Roberts","Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","VIDEODISC","2015","1","1","Jazz icons. [Series 2], Bonus disc [videorecording] / Reelin' in the Years Productions ; producers, David Peck, Philip Galloway and Tom Gulotta.",,"Jazz 1961 1970, Saxophone music Jazz, Piano music Jazz, Jazz vocals, Jazz musicians, Concert films","Reelin' in the Years Productions ; Naxos,","2007."
"Physical","Horizon","VIDEODISC","2015","1","3","Futurama. Volume 3 [videorecording] / 20th Century Fox Television ; Curiosity Company.",,"Robots Drama, Television series, Television comedies, Animated television programs, Science fiction television programs, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","[2004]."
"Physical","Horizon","SOUNDDISC","2015","1","7","This is fun! [sound recording] / Caspar Babypants.","Babypants, Caspar","Childrens songs Juvenile sound recordings, Songs","Aurora Elephant Music,","c2010."
"Physical","Horizon","BOOK","2015","1","3","Japanese taupe quilts : 125 blocks in calm, neutral colors : elegant designs to combine into works of tranquil beauty / Susan Briscoe.","Briscoe, Susan","Patchwork Japan Patterns, Quilting Japan Patterns, Appliqu‚ Japan Patterns, Tan Color","Kodansha International,","2010."
"Physical","Horizon","VIDEODISC","2015","1","7","Power Rangers. Clash of the Red Rangers [videorecording] : the movie / Saban Brands.",,"Power Rangers Fictitious characters Juvenile drama, Superheroes Juvenile drama, Television series, Fiction television programs, Childrens television programs, Action and adventure television programs, Video recordings for the hearing impaired","Lionsgate,","2013."
"Physical","Horizon","BOOK","2015","1","1","Destination Cambodia : adventures in the kingdom / Walter Mason.","Mason, Walter","Mason Walter Travel, Travel Anecdotes, Cambodia Description and travel, Travel writing, Cambodia Social life and customs","Allen & Unwin,","2013."
"Physical","Horizon","BOOK","2015","1","2","O, Africa! : a novel / Andrew Lewis Conn.","Conn, Andrew Lewis.","Twins Fiction, Motion picture authorship History 20th century Fiction, Motion picture industry History 20th century Fiction, Africa History Fiction, Humorous fiction","Hogarth,","[2014]"
"Physical","Horizon","VIDEODISC","2015","1","9","Stellet licht [videorecording] / BAC Films ; Nodream ; Mantarraya con el apoyo FOPROCINE, Arte France Cinema, Motel Films, Het Nederlands Fonds Voor de Film, Estudios Churubusco, World Cinema Fund, Ticoman ; producida por Jaime Romandia, Carlos Reygadas ; guión y dirección, Carlos Reygadas.",,"Mennonites Drama, Man woman relationships Drama, Feature films, Fiction films","Palisades Tartan ; Distributed by Vivendi Entertainment,","[2009]."
"Physical","Horizon","BOOK","2015","1","1","Shucked : life on a New England oyster farm / Erin Byers Murray.","Murray, Erin Byers","Oyster culture Massachusetts Duxbury, Island Creek Oysters Firm, Farm life Massachusetts Duxbury, Murray Erin Byers, Duxbury Mass Social life and customs, Duxbury Mass Biography","St. Martin's Press,","2011."
"Digital","Freegal","SONG","2015","1","1","Million Young","The American Analog Set",,,
"Physical","Horizon","BOOK","2015","1","1","Copperhead / Tina Connolly.","Connolly, Tina","Paranormal romance stories","Tor,","2013."
"Digital","OverDrive","EBOOK","2015","1","1","Tooth & Nail: A Rot & Ruin Story","Jonathan Maberry","Horror, Short Stories, Thriller, Young Adult Fiction","Simon & Schuster, Inc.","2014"
"Physical","Horizon","VIDEODISC","2015","1","10","Midsomer murders. Painted in blood [videorecording] / All 3 Media International ; a Bentley production for the ITV Network in association with A&E Networks ; produced by Brian True-May ; written by Andrew Payne ; directed by Sarah Hellings.",,"Barnaby Chief Inspector Fictitious character Drama, Troy Sergeant Fictitious character Drama, Police England Drama, Detective and mystery television programs Great Britain","Acorn Media,","[2005]"
"Physical","Horizon","BOOK","2015","1","3","Fabric blooms : 42 flowers to make, wear & adorn your life / Megan Hunt.","Hunt, Megan","Fabric flowers","Lark,","[2014]"
"Physical","Horizon","BOOK","2015","1","1","The fattening of America : how the economy makes us fat, if it matters, and what to do about it / Eric A. Finkelstein, Laurie Zuckerman.","Finkelstein, Eric","Obesity Economic aspects United States","Wiley,","c2008."
"Physical","Horizon","BOOK","2015","1","3","The 10 best-ever depression management techniques : understanding how your brain makes you depressed & what you can do to change it / Margaret Wehrenberg.","Wehrenberg, Margaret","Depression Mental Popular works, Depression Mental Prevention","Norton & Company,","c2010."
"Physical","Horizon","BOOK","2015","1","1","Managing brand you : seven steps to creating your most successful self / Jerry S. Wilson and Ira Blumenthal.","Wilson, Jerry S.","Success, Branding Marketing","AMACOM/American Management Association,","c2008."
"Digital","OverDrive","EBOOK","2015","1","2","The Mountain of Gold","J. D. Davies","Fiction, Thriller","Houghton Mifflin Harcourt Trade and Reference","2012"
"Digital","OverDrive","EBOOK","2015","1","1","The Things That Matter","Nate Berkus","Art, Crafts, Home Design & Décor, Nonfiction","Random House, Inc.","2013"
"Physical","Horizon","SOUNDDISC","2015","1","2","Medicine man [sound recording] / the Bamboos.","Bamboos (Musical group)","Popular music 2011 2020","Tru Thoughts,","p2012."
"Digital","Freegal","SONG","2015","1","1","Tosca, Act II (Part 1)","Orchestra Of La Scala, Milan",,,
"Physical","Horizon","BOOK","2015","1","4","The burning soul : a thriller / John Connolly.","Connolly, John, 1968-","Parker Charlie Bird Fictitious character Fiction, Kidnapping Fiction, Children Crimes against Fiction, Criminal investigation Fiction, Small cities Fiction, Maine Fiction, Mystery fiction, Suspense fiction","Atria Books,","2011."
"Digital","OverDrive","EBOOK","2015","1","1","Upon a Wicked Time","Karen Ranney","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2012"
"Physical","Horizon","BOOK","2015","1","3","Epossumondas saves the day / written by Coleen Salley ; illustrated by Janet Stevens.","Salley, Coleen","Missing persons Fiction, Opossums Juvenile fiction, Snapping turtles Juvenile fiction, Turtles Juvenile fiction, Birthdays Juvenile fiction, Louisiana Juvenile fiction","Harcourt,","2006."
"Physical","Horizon","VIDEODISC","2015","1","8","The motel [videorecording] / a Flan de Coco production in association with Richard and Esther Shapiro Entertainment ; produced by Matthew Greenfield ... [and others] ; written and directed by Michael Kang.",,"Chinese American teenagers Drama, Motels Drama, Teenage boys Drama, Mothers and sons Drama, Fatherless families Drama, Mentoring Drama, Feature films, Comedy films, Video recordings for the hearing impaired","Palm Pictures,","[2007]"
"Digital","OverDrive","EBOOK","2015","1","3","Under Cover of Daylight: Thorn P. I. Mystery Series, Book 1","James Hall","Fiction, Mystery","Open Road Integrated Media","2011"
"Physical","Horizon","BOOK","2015","1","1","This delicious land, Portugal / Marie Noële Kelly.","Kelly, Marie Noële.","Portugal Description and travel","Pitman Pub. Corp.,","[1956?]"
"Physical","Horizon","BOOK","2015","1","1","The Birds / Camille Paglia.","Paglia, Camille, 1947-","Birds Motion picture","British Film Institute,","1998."
"Physical","Horizon","BOOK","2015","1","14","Dodsworth in New York / written and illustrated by Tim Egan.","Egan, Tim, 1957-","Voyages and travels Juvenile fiction, New York N Y Fiction, Ducks Fiction, Adventure stories","Houghton Mifflin,","2007."
"Physical","Horizon","BOOK","2015","1","5","Deadpool. [Vol. 7], Space oddity / writer, Daniel Way ; pencils, Sheldon Vella, Carlo Barberi & Bong Dazo.","Way, Daniel, 1974-","Deadpool Fictitious character Comic books strips etc, Science fiction comic books strips etc, Superhero comic books strips etc, Graphic novels","Marvel Worldwide,","2011."
"Physical","Horizon","SOUNDDISC","2015","1","1","Private lives [sound recording] / by Noel Coward.","Coward, Noel, 1899-1973","Love Drama","LA Theatre Works,","p2003."
"Physical","Horizon","SOUNDDISC","2015","1","2","Beethoven lives upstairs [sound recording].","Beethoven, Ludwig van, 1770-1827","Beethoven Ludwig van 1770 1827 Works Selections, Beethoven Ludwig van 1770 1827 Juvenile sound recordings, Music appreciation Juvenile sound recordings","Classical Kids,","1989."
"Physical","Horizon","BOOK","2015","1","1","Hear my prayer / [selections] by Lee Bennett Hopkins ; illustrated by Gretchen ""Gigi"" Moore.",,"Prayers Juvenile literature","Zonderkidz,","2011."
"Physical","Horizon","BOOK","2015","1","1","A world to build : new paths toward twenty-first century socialism / by Marta Harnecker ; translated by Fred Fuentes.","Harnecker, Marta","Socialism Latin America 21st century, Latin America Politics and government 21st century","Monthly Review Press,","[2015]"
"Physical","Horizon","VIDEODISC","2015","1","28","Too big to fail [videorecording] / HBO Films ; Spring Creek Productions ; produced by Ezra Swerdlow ; written by Peter Gould ; directed by Curtis Hanson.",,"Global Financial Crisis 2008 2009 Drama, Financial crises Drama, Wall Street New York N Y Drama, Made for TV movies, Fiction television programs, Video recordings for the hearing impaired","HBO Home Entertainment ; distributed by Warner Home Video,","c2012."
"Digital","OverDrive","EBOOK","2015","1","1","Sin in the Second City: Madams, Ministers, Playboys, and the Battle for America's Soul","Karen Abbott","Biography & Autobiography, History, Nonfiction","Random House, Inc.","2013"
"Digital","Freegal","SONG","2015","1","1","The Great Doxology, No. 1","Cappella Romana",,,
"Physical","Horizon","BOOK","2015","1","3","Forest bright, forest night / by Jennifer Ward ; illustrated by Jamichael Henterly.","Ward, Jennifer, 1963-","Animals Juvenile literature, Nocturnal animals Juvenile literature, Counting Juvenile literature, Animals, Counting","Dawn Publications,","c2005."
"Physical","Horizon","BOOK","2015","1","3","[Peanut] / written by Ayun Halliday ; illustrated by Paul Hoppe.","Halliday, Ayun","Food allergy Comic books strips etc Juvenile literature, Popularity Comic books strips etc Juvenile literature, High schools Comic books strips etc, Schools Comic books strips etc, Moving Household Comic books strips etc Juvenile literature, Mothers and daughters Comic books strips etc Juvenile literature, Graphic novels","Schwartz & Wade Books,","c2013."
"Physical","Horizon","BOOK","2015","1","2","About Alice / Calvin Trillin.","Trillin, Calvin","Trillin Calvin Marriage, Trillin Alice Stewart, Authors spouses United States Biography, Cancer Patients Biography, Authors American 20th century Biography","Random House,","c2006."
"Physical","Horizon","BOOK","2015","1","2","When you eat at the refrigerator, pull up a chair : 50 ways to be thin, gorgeous, and happy when you feel anything but / Geneen Roth ; foreword by Anne Lamott.","Roth, Geneen","Weight loss Psychological aspects, Body image","Hyperion,","c1998."
"Physical","Horizon","SOUNDDISC","2015","1","1","Afro Latino",,"Popular music Cuba, Popular music Africa, World music",,
"Digital","OverDrive","EBOOK","2015","1","2","The Assassin and the Pirate Lord: Throne of Glass Novella Series, Book 1","Sarah J. Maas","Fantasy, Short Stories, Young Adult Fiction","Bloomsbury USA","2013"
"Physical","Horizon","BOOK","2015","1","3","The burning shore / Wilbur Smith.","Smith, Wilbur A.","Courtney family Fictitious characters Fiction, World War 1914 1918 Fiction, Epic fiction, Historical fiction, War stories","St Martin's Paperbacks,","2007, c1985."
"Digital","Freegal","SONG","2015","1","1","Yo Te Quiero Siempre","Pink Martini",,,
"Physical","Horizon","BOOK","2015","1","2","City of bones / Michael Connelly.","Connelly, Michael, 1956-","Bosch Harry Fiction, Police California Los Angeles Fiction, Children Crimes against Fiction, Los Angeles Calif Fiction, Mystery fiction","Warner Books,","[2003], c2002."
"Digital","OverDrive","EBOOK","2015","1","1","Never Stop Pushing: My Life from a Wyoming Farm to the Olympic Medals Stand","Rulon Gardner","Biography & Autobiography, Nonfiction, Sports & Recreations","Perseus Publishing","2012"
"Digital","OverDrive","AUDIOBOOK","2015","1","2","A Thread So Thin: Cobbled Court Series, Book 3 (unabridged) (Unabridged)","Marie Bostwick","Fiction, Literature","Blackstone Audio, Inc.","2013"
"Digital","Freegal","SONG","2015","1","1","Our Song","Kate Miller-Heidke",,,
"Physical","Horizon","BOOK","2015","1","7","Hello, puppy! / Jane Cowen-Fletcher.","Cowen-Fletcher, Jane","Dogs Fiction, Animals Infancy Juvenile fiction","Candlewick Press,","2010."
"Physical","Horizon","BOOK","2015","1","1","The new biographical dictionary of film / David Thomson.","Thomson, David, 1941-","Motion picture actors and actresses Biography Dictionaries, Motion pictures Biography Dictionaries","Alfred A. Knopf,","2010."
