"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","Freegal","SONG","2017","1","1","Walking On Sunshine","Katrina (Formerly of Katrina And The Waves)",,,
"Digital","Hoopla","MOVIE","2017","1","1","Fly Fishing Tour 2012",,"Sports","Cinedigm",
"Digital","OverDrive","EBOOK","2017","1","1","Little Lucy","Ilene Cooper","Juvenile Fiction, Juvenile Literature","Random House, Inc.","2013"
"Digital","Freegal","SONG","2017","1","1","Let It Snow, Let It Snow, Let It Snow","Vaughn Monroe & His Orchestra",,,
"Digital","OverDrive","AUDIOBOOK","2017","1","4","House Rules (Unabridged)","Jodi Picoult","Fiction, Literature","Recorded Books, LLC","2016"
"Digital","Freegal","SONG","2017","1","1","A Fine Romance [Tk 5 - Inc]","Billie Holiday",,,
"Digital","OverDrive","EBOOK","2017","1","2","Snapper","Brian Kimberling","Fiction, Humor (Fiction), Literature","Random House, Inc.","2013"
"Digital","OverDrive","EBOOK","2017","1","2","Then Came You: A Novel","Jennifer Weiner","Fiction, Literature","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2017","1","2","Fool Me Once","Steve Hockensmith","Fiction, Mystery","Llewellyn Publications","2015"
"Physical","Horizon","BOOK","2017","1","1","Ancient Egyptian mythology / Jo Forty.","Forty, Jo","Mythology Egyptian","Chartwell Books,","1996."
"Digital","Freegal","SONG","2017","1","1","Song for Athene: Voice","Westminster Abbey Choir;Martin Neary",,,
"Digital","OverDrive","AUDIOBOOK","2017","1","3","The Fixer (Unabridged)","Joseph Finder","Fiction, Suspense, Thriller","Books on Tape","2015"
"Digital","OverDrive","EBOOK","2017","1","1","Ask Me Why","Marie Force","Fiction, Literature, Romance, Western","Penguin Group (USA), Inc.","2015"
"Digital","Hoopla","MUSIC","2017","1","1","Putumayo Presents Vintage France",,"World","Putumayo World Music",
"Digital","OverDrive","EBOOK","2017","1","2","Rainy Day Sisters","Kate Hewitt","Fiction, Literature, Romance","Penguin Group (USA), Inc.","2015"
"Digital","OverDrive","EBOOK","2017","1","2","Her Mother's Keeper","Nora Roberts","Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2017","1","1","Buddhist Scriptures","Anonymous","Nonfiction, Religion & Spirituality","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","SOUNDDISC","2017","1","1","Still [sound recording] / Bebe & Cece Winans.","Winans, BeBe","Contemporary Christian music, Gospel music","B&C Records,","p2009."
"Digital","OverDrive","EBOOK","2017","1","2","Astounding!","Kim Fielding","Fiction, Literature, Romance, Science Fiction","Dreamspinner Press","2015"
"Physical","Horizon","SOUNDDISC","2017","1","2","Mexico.",,"Folk music Mexico, Popular music Mexico, Songs Spanish Mexico, Folk music, Popular music","Putumayo World Music,","[2016]"
"Digital","OverDrive","EBOOK","2017","1","1","Ines of My Soul: A Novel","Isabel Allende","Fiction, Literature","HarperCollins Publishers Inc.","2014"
"Physical","Horizon","SOUNDDISC","2017","1","1","In the mood [sound recording] / Herb Alpert.","Alpert, Herb","Popular instrumental music 2011 2020, Popular music 2011 2020, Jazz 2011 2020, Jazz vocals, Trumpet music Jazz","Shout! Factory,","[2014]"
"Digital","OverDrive","EBOOK","2017","1","4","Confessions of a Born-Again Pagan","Anthony T. Kronman","Nonfiction, Religion & Spirituality","Yale University Press","2016"
"Physical","Horizon","BOOK","2017","1","1","The complete Chester Gould's Dick Tracy dailies & Sundays. Volume five, 1938-1939 / [art & story, Chester Gould ; edits, Ted Adams, Justin Eisinger, and Chris Stuart ; consulting editor, Max Allan Collins].","Gould, Chester","Tracy Dick Fictitious character Comic books strips etc, Private investigators Comic books strips etc, Criminals Comic books strips etc, Comic books strips etc, Mystery comic books strips etc","IDW Pub. : Distributed by Diamond Book Distributors,","c2008."
"Physical","Horizon","VIDEODISC","2017","1","8","Beauty & the beast. The final season [videorecording] / CBS Television Studios.",,"Women detectives Drama, Man woman relationships Drama, Public prosecutors New York State New York Drama, New York N Y Drama, Fantasy television programs, Detective and mystery television programs, Fiction television programs, Television series, Video recordings for the hearing impaired","CBS,","[2016]"
"Digital","Hoopla","MOVIE","2017","1","1","Mystery Science Theater 3000: Escape 2000",,"Comedy","Shout! Factory",
"Digital","OverDrive","EBOOK","2017","1","2","Women of Steel and Stone: 22 Inspirational Architects, Engineers, and Landscape Designers","Anna M. Lewis","Biography & Autobiography, History, Young Adult Nonfiction","Independent Publishers Group","2014"
"Digital","OverDrive","AUDIOBOOK","2017","1","2","Reality 2.0: Shamans, Psychedelics, and the Next Step in Evolution (unabridged) (Unabridged)","Daniel Pinchbeck","Nonfiction, Religion & Spirituality","Sounds True, Inc","2009"
"Physical","Horizon","SOUNDDISC","2017","1","7","Public Enemy.","Public Enemy (Musical group)","Rap Music, Popular music","Def Jam,","[2014]"
"Physical","Horizon","BOOK","2017","1","2","Yosemite / Ansel Adams ; edited by Andrea G. Stillman ; introduction by Michael L. Fischer.","Adams, Ansel, 1902-1984","Yosemite National Park Calif, Yosemite National Park Calif Pictorial works","Little, Brown,","c1995."
"Digital","OverDrive","EBOOK","2017","1","1","Sunflower","Rebecca West","Fiction, Literature","Open Road Integrated Media","2011"
"Physical","Horizon","BOOK","2017","1","1","From Bethlehem to Calvary : the initiations of Jesus / by Alice A. Bailey.","Bailey, Alice, 1880-1949","Jesus Christ Theosophical interpretations","Lucis Pub. Co.,","1974, c1965."
"Digital","OverDrive","EBOOK","2017","1","7","Citizen: An American Lyric","Claudia Rankine","Fiction, Poetry","Macmillan Publishers","2014"
"Physical","Horizon","VIDEODISC","2017","1","4","Cook's country. Season 7 [videorecording] : from America's test kitchen / a production of America's Test Kitchen Productions ; presented by American Public Television and WGBH Boston.",,"Cooking American, Cooking Equipment and supplies, Television cooking shows, Instructional television programs, Video recordings for the hearing impaired","Distributed by PBS Distribution,","c2014."
"Digital","Hoopla","TELEVISION","2017","1","2","A God in Colchester",,"Drama","RLJ Entertainment",
"Physical","Horizon","BOOK","2017","1","1","Dollmaker / J. Robert Janes.","Janes, J. Robert (Joseph Robert), 1935-","Saint Cyr Jean Louis Fictitious character Fiction, Kohler Hermann Fictitious character Fiction, World War 1939 1945 France Fiction, Police France Brittany Fiction, Germans France Fiction, France History German occupation 1940 1945 Juvenile fiction, Brittany France Fiction, Historical fiction, Mystery fiction","Soho Press,","2002."
"Physical","Horizon","VIDEODISC","2017","1","20","Schitt$ Creek. The complete second season [videorecording] / ITV Studios Gobal Entertainment ; produced in association with the Canadian Broadcasting Company ; Not a Real Company ; producer, Colin Brunton ; written by Daniel Levy ... [and others] ; directors, Paul Fox, Jerry Ciccoriti.",,"Small cities Drama, Families Drama, Television comedies, Television series, Fiction television programs, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Entertainment One Films Canada,","[2016]"
"Digital","OverDrive","EBOOK","2017","1","1","Marijuana Outdoor Grower's Guide","S. T. Oner","Gardening, Nonfiction","Lightning Source Inc","2011"
"Physical","Horizon","BOOK","2017","1","10","Dear Mr. Henshaw / Beverly Cleary ; illustrated by Paul O. Zelinsky.","Cleary, Beverly","Divorce Juvenile fiction, Parent and child Juvenile fiction, Schools Fiction, Letters Juvenile fiction","Morrow,","1983."
"Digital","Freegal","SONG","2017","1","1","Can't Keep It In - (Tribute to Cat Stevens)","Cat People",,,
"Physical","Horizon","VIDEODISC","2017","1","2","Eyes on the prize. Vol. 5, Power! (1966-1968). The promised land (1967-1968) [videorecording] : America's civil rights movement / Blackside ; creator and executive producer, Henry Hampton.",,"African Americans Civil rights History 20th century, African Americans Suffrage History 20th century, Segregation United States History, African Americans History 20th century, Civil rights demonstrations United States History 20th century, Civil rights, United States Race relations History 20th century, Video recordings for the hearing impaired","PBS Video,","[2006]"
"Digital","OverDrive","EBOOK","2017","1","2","Brown Girl in the Ring","Nalo Hopkinson","Fiction, Literature","Hachette Digital, Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2017","1","13","Blink: The Power of Thinking Without Thinking (unabridged) (Unabridged)","Malcolm Gladwell","Nonfiction, Psychology","Blackstone Audio, Inc.","2013"
"Physical","Horizon","BOOK","2017","1","1","Alaska's ocean highways : a travel adventure aboard northern ferries / photography by Mark Kelley ; text by Sherry Simpson.","Kelley, Mark","Ferries Alaska, Ferries Alaska Pictorial works, Alaska Description and travel, Alaska Pictorial works","Epicenter Press,","c1995."
"Digital","Hoopla","COMIC","2017","1","1","Mystery Society Vol. 1",,"Action & Adventure, Sci-Fi","IDW Publishing",
"Digital","Hoopla","MUSIC","2017","1","2","The Fame Monster (Deluxe)",,"Pop","Interscope",
"Physical","Horizon","BOOK","2017","1","3","Going to pieces without falling apart : a Buddhist perspective on wholeness / Mark Epstein.","Epstein, Mark, 1953-","Spiritual life Buddhism Psychological aspects","Broadway Books,","1998."
"Physical","Horizon","BOOK","2017","1","1","Who can solve the crime? : science projects using detective skills / Robert Gardner.","Gardner, Robert, 1929-","Forensic sciences Juvenile literature, Forensic sciences Experiments Juvenile literature, Science projects Juvenile literature","Enslow,","2011, c2010."
"Digital","OverDrive","EBOOK","2017","1","2","The Way Kitchens Work: The Science Behind the Microwave, Teflon Pan, Garbage Disposal, and More","Ed Sobey","Cooking & Food, Nonfiction, Reference","Independent Publishers Group","2010"
"Physical","Horizon","VIDEODISC","2017","1","3","Loggerheads [videorecording] / a LasalleHolland Production in association with 120 dB Films ; produced by Gill Holland ; written and directed by Tim Kirkman.",,"Loggerhead turtle Drama, Adopted children Drama, Birthmothers Drama, Gay men Drama, Feature films, Video recordings for the hearing impaired","Strand Releasing Home Video,","[2006]"
"Digital","Freegal","SONG","2017","1","1","Piano Quartet in A Minor, Op. 21: II. Lento, molto tranquillo","Richards Piano Quartet,Herbert Howells",,,
"Digital","Hoopla","TELEVISION","2017","1","1","How the Other Half Heals",,"Educational","The Great Courses",
"Digital","Freegal","SONG","2017","1","1","Eye of the Tiger (From ""Rocky Iii"")","Best Movie Soundtracks",,,
"Digital","OverDrive","AUDIOBOOK","2017","1","2","The Castaways (Unabridged)","Elin Hilderbrand","Fiction, Literature","Hachette Audio","2013"
"Physical","Horizon","BOOK","2017","1","3","Cultural traditions in Mexico / Lynn Peppas.","Peppas, Lynn","Festivals Mexico Juvenile literature, Holidays Mexico Juvenile literature, Mexico Social life and customs Juvenile literature","Crabtree Pub. Co.,","2012."
"Digital","Freegal","SONG","2017","1","1","Prime Time","The Alan Parsons Project",,,
"Digital","OverDrive","EBOOK","2017","1","2","The Secret Speech: Leo Demidov Series, Book 2","Tom Rob Smith","Fiction, Historical Fiction, Thriller","Hachette Digital, Inc.","2011"
"Physical","Horizon","VIDEODISC","2017","1","1","The retirement gamble [videorecording] / written by Marcela Gaviria and Martin Smith ; produced by Marcela Gaviria ; executive producer, David Fanning ; a Frontline production with Rain Media.",,"Retirement income Planning, 401k plans, Financial institutions United States, Mutual funds, Banks and banking Service charges United States, Finance Personal United States, Wall Street New York N Y, Nonfiction films, Documentary films, Video recordings for the hearing impaired","WGBH Educational Foundation : Distributed by PBS Distribution,","c2013."
"Physical","Horizon","VIDEODISC","2017","1","2","Energy [videorecording] / Disney Educational Productions ; produced in association with the National Science Foundation ; KCTS Seattle ; Rabbit Ears Productions ; directed by Erren Gottlieb, James McKenna.",,"Force and energy Juvenile films, Power Mechanics Juvenile films, Science Experiments Juvenile films, Science Study and teaching Juvenile films, Energy storage Juvenile films, Childrens films, Video recordings for the hearing impaired","Disney Educational Productions,","2005."
"Physical","Horizon","BOOK","2017","1","2","Danger woman / Frederick Ramsay.","Ramsay, Frederick","Poaching Botswana Fiction, Organized crime Botswana Fiction, Mafia Botswana Fiction, Mystery fiction","Poisoned Pen Press,","2016."
"Physical","Horizon","BOOK","2017","1","2","Millions of snowflakes / by Mary McKenna Siddals ; illustrated by Elizabeth Sayles.","Siddals, Mary McKenna","Snow Juvenile fiction, Stories in rhyme Juvenile fiction","Clarion Books,","c1998."
"Physical","Horizon","BOOK","2017","1","1","Sam and the tigers : a new telling of Little Black Sambo / by Julius Lester ; pictures by Jerry Pinkney.","Lester, Julius","Tiger Juvenile fiction, Humorous stories","Dial Books for Young Readers,","c1996."
"Physical","Horizon","VIDEODISC","2017","1","5","Psych. The complete fifth season [videorecording] / Universal Cable Productions",,"Psychics Drama, Private investigators Drama, Impostors and imposture Drama, Television series, Television comedies, Detective and mystery television programs, Fiction television programs, Video recordings for the hearing impaired","Universal Home Video,","2011."
"Physical","Horizon","BOOK","2017","1","1","Foreign studies / Shusaku Endo ; translated from the Japanese by Mark Williams.","Endō, Shūsaku, 1923-1996",,"Linden Press/Simon & Schuster,","c1989."
"Physical","Horizon","BOOK","2017","1","1","Loving Frank : a novel / Nancy Horan.","Horan, Nancy","Wright Frank Lloyd 1867 1959 Fiction, Borthwick Mamah Bouton 1869 1914 Fiction, Architects Fiction, Biographical fiction, Historical fiction","Ballantine Books Trade Paperbacks,","2008, c2007."
"Physical","Horizon","BOOK","2017","1","3","37 seconds : dying revealed heaven's help--a mother's journey / Stephanie Arnold, with Sari Padorr.","Arnold, Stephanie.","Near death experiences, Reincarnation therapy, Post traumatic stress disorder Alternative treatment, Pregnancy Complications Miscellanea, Cesarean section Complications Miscellanea","HarperOne,","[2015]"
"Physical","Horizon","BOOK","2017","1","3","A thinking person's guide to America's national parks / edited by Robert Manning, Rolf Diamant, Nora Mitchell, David Harmon ; foreword, Denis Galvin.",,"National parks and reserves United States History, National parks and reserves Conservation and restoration United States, Nature conservation United States, Landscape protection United States, National parks and reserves Study and teaching United States","George Braziller Publishers,","2016."
"Physical","Horizon","BOOK","2017","1","1","The volleyball coaching bible / Don Shondell, Cecile Reynaud, editors.",,"Volleyball Coaching","Human Kinetics,","c2002."
"Digital","Freegal","SONG","2017","1","1","The Rain","Will Smith Featuring Jill Scott",,,
"Physical","Horizon","BOOK","2017","1","1","Simple Italian sandwiches : recipies from America's favorite panini bar / Jennifer and Jason Denton, with Kathryn Kellinger.","Denton, Jennifer","Sandwiches, Cooking Italian, ino Restaurant","William Morrow,","c2006."
"Physical","Horizon","BOOK","2017","1","1","Dimensions behind the Twilight zone : a backstage tribute to television's groundbreaking series / Stewart T. Stanyard.","Stanyard, Stewart, 1962-","Twilight zone Television program 1959 1964, Serling Rod 1924 1975, Television producers and directors United States Interviews, Television actors and actresses United States Interviews, Science fiction television programs United States, Fantasy television programs United States","ECW Press,","c2007."
"Physical","Horizon","BOOK","2017","1","2","All about Emily / Connie Willis ; illustrated by J.K. Potter.","Willis, Connie","Actresses Fiction, Artificial intelligence Fiction, Teenage girls Fiction, Robotics Fiction, Theater Fiction, Science fiction","Subterranean,","c2011."
"Physical","Horizon","BOOK","2017","1","1","Be cool / Elmore Leonard.","Leonard, Elmore, 1925-2013","Motion picture producers and directors Fiction, Brooklyn New York N Y Fiction, Music trade Fiction, Mystery fiction","William Morrow,","2013."
"Digital","OverDrive","EBOOK","2017","1","2","To the Moon and Back","Jill Mansell","Fiction, Humor (Fiction), Romance","Sourcebooks","2012"
"Digital","OverDrive","EBOOK","2017","1","2","The Quest for Paradise: Geronimo Stilton and the Kingdom of Fantasy Series, Book 2","Geronimo Stilton","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2015"
"Physical","Horizon","BOOK","2017","1","1","Organic Chemistry I for dummies / by Arthur Winter.","Winter, Arthur, 1981-","Chemistry Organic Problems exercises etc, Chemistry Organic","Wiley,","c2005."
"Physical","Horizon","BOOK","2017","1","2","The wages of guilt : memories of war in Germany and Japan / Ian Buruma.","Buruma, Ian","World War 1939 1945 Moral and ethical aspects, World War 1939 1945 Influence, Germany Moral conditions, Japan Moral conditions, Guilt, Shame, Ethnopsychology","NYRB, New York Review Books,","2015."
"Physical","Horizon","BOOK","2017","1","1","Are we nearly there yet? : 8,000 misguided miles round Britain in a Vauxhall Astra / Ben Hatch.","Hatch, Ben","Family recreation Great Britain Guidebooks, Great Britain Guidebooks","Summersdale,","c2011."
"Digital","OverDrive","EBOOK","2017","1","1","Diary of an Accidental Wallflower: The Seduction Diaries","Jennifer McQuiston","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2015"
"Physical","Horizon","BOOK","2017","1","1","Death of the Demon / Anne Holt ; [translated from the Norwegian by Anne Bruce].","Holt, Anne, 1958-","Wilhelmsen Hanne Fiction, Large type books, Thrillers Fiction","Thorndike Press, A part of Gale, Cengage Learning,","2013."
"Physical","Horizon","VISUAL","2017","1","1","The story of Ruby Bridges [videorecording] / Flashback Media Productions.",,"Bridges Ruby Juvenile films, School integration Louisiana New Orleans Juvenile films, African Americans Louisiana New Orleans Biography Juvenile films, New Orleans La Race relations Juvenile films, Childrens films","Nutmeg Media,","c2008."
"Physical","Horizon","BOOK","2017","1","1","Burn for me / Cynthia Eden.","Eden, Cynthia","Reporters and reporting Fiction, Prisoners Fiction, Paranormal romance stories, Erotic fiction","Brava,","[2014]"
"Physical","Horizon","VIDEODISC","2017","1","2","Cooley High [videorecording] / Metro Goldwyn Mayer ; American International ; [presented by] Samuel Z. Arkoff ; written by Eric Monte ; produced by Steve Krantz ; directed by Michael Schultz.",,"African American high school students Drama, Chicago Ill Drama, Comedy films, Fiction films, Feature films, Coming of age films","[Publisher not identified],","[2015]"
"Digital","OverDrive","EBOOK","2017","1","1","The Dark Heroine: Dinner with a Vampire","Abigail Gibbs","Fantasy, Fiction, Literature, Romance","HarperCollins Publishers Inc.","2013"
"Digital","OverDrive","EBOOK","2017","1","1","A Lady Most Lovely: Love's Grace Trilogy, Book 2","Jennifer Delamere","Fiction, Historical Fiction, Romance","Hachette Digital, Inc.","2013"
"Digital","Hoopla","MOVIE","2017","1","2","Streets of Plenty",,"Documentary","Sideways Film",
"Digital","OverDrive","EBOOK","2017","1","1","I Will Always Love You: Gossip Girl Series, Book 12","Cecily von Ziegesar","Young Adult Fiction","Hachette Digital, Inc.","2009"
"Physical","Horizon","BOOK","2017","1","5","Authentic aromatherapy : essential oils and blends for healthy, beauty, and home / Sharon Falsetto.","Falsetto, Sharon.","Aromatherapy, Essences and essential oils","Skyhorse Publishing,","[2016]"
"Physical","Horizon","BOOK","2017","1","1","The best tree house ever : how to build a backyard tree house the whole world will talk about / Maurice Barkley.","Barkley, Maurice","Tree houses Design and construction Amateurs manuals","Skyhorse Publishing,","c2013."
"Physical","Horizon","BOOK","2017","1","1","Hold me / Susan Mallery.","Mallery, Susan","Skis and skiing Fiction, Man woman relationships Fiction, Search and rescue operations Fiction, California Fiction, Large type books, Love stories","Wheeler Publishing,","2015."
"Digital","OverDrive","AUDIOBOOK","2017","1","3","Learn in Your Car Spanish Level One (Unabridged)","Henry N. Raymond","Foreign Language Study, Foreign Language Study - Spanish, Nonfiction","Penton Overseas, Inc.","2006"
"Physical","Horizon","SOUNDDISC","2017","1","3","The handmaid's tale [sound recording] / Margaret Atwood.","Atwood, Margaret, 1939-","Misogyny Fiction, Women Fiction, Fantasy fiction","Brilliance Audio,","[2014]"
"Physical","Horizon","BOOK","2017","1","6","Veggie Mama : a fun, wholesome guide to feeding your kids tasty plant-based meals / Doreen Virtue & Jenny Ross.","Virtue, Doreen, 1958-","Vegetarian cooking, Children Nutrition, Cookbooks","Hay House, Inc.,","[2016]"
