"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2013","1","1","Sasha / Joel Shepherd.","Shepherd, Joel, 1974-","Fantasy fiction","Pyr,","2009."
"Physical","Horizon","BOOK","2013","1","1","Dawn comes early",,"Christian fiction, Love stories, Historical fiction",,
"Physical","Horizon","BOOK","2013","1","1","Yao bai ya de gu shi",,"Ducks Fiction, Chinese language materials",,
"Digital","OverDrive","EBOOK","2013","1","1","Blaze of Glory: A Novel","Jeff Struecker","Fiction, Thriller","B&H Publishing Group","2012"
"Physical","Horizon","BOOK","2013","1","1","Missile happy Volume 3",,"Sisters Comic books strips etc, Graphic novels",,
"Physical","Horizon","SOUNDDISC","2013","1","2","Sonny side up",,"Jazz 1951 1960, Trumpet music Jazz, Saxophone music Jazz",,
"Digital","OverDrive","EBOOK","2013","1","2","Madrigals And Mistletoe","Hayley Ann Solomon","Fiction, Romance","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2013","1","1","panorama of American film noir 1941 1953",,"Film noir United States History and criticism",,
"Physical","Horizon","SOUNDDISC","2013","1","2","Say it live and loud 08 26 68 live in Dallas",,"Popular music 1961 1970",,
"Physical","Horizon","BOOK","2013","1","1","To live within",,"Anirbana 1896 1978, Reymond Lizelle, Sankhya, Spiritual life",,
"Digital","OverDrive","EBOOK","2013","1","5","The Sojourn","Andrew Krivak","Fiction, Literature","Perseus Books Group","2011"
"Digital","OverDrive","EBOOK","2013","1","3","The Metaphysics","Aristotle","Nonfiction, Philosophy","Penguin Group (USA), Inc.",
"Physical","Horizon","BOOK","2013","1","1","church mice at bay",,"Mice Fiction",,
"Physical","Horizon","SOUNDDISC","2013","1","1","Old school rap. Volume 2 [sound recording].",,"Rap Music","Thump Records,","p1995."
"Physical","Horizon","SOUNDDISC","2013","1","1","centennial collection",,"Big band music, Jazz, Saxophone music Jazz",,
"Physical","Horizon","BOOK","2013","1","2","Archicembalo : poems / G.C. Waldrep.","Waldrep, George Calvin, 1968-",,"Tupelo Press,","2009."
"Digital","Freegal","SONG","2013","1","1","Vocab","Fugees",,,
"Physical","Horizon","BOOK","2013","1","1","How to read novels like a professor",,"Fiction History and criticism, Books and reading",,
"Physical","Horizon","BOOK","2013","1","1","Mosaics",,"Mosaics Technique Juvenile literature, Mosaics Technique, Handicraft",,
"Physical","Horizon","BOOK","2013","1","2","Quantum physics for dummies / by Steven Holzner.","Holzner, Steven","Quantum theory","Wiley,","c2009."
"Physical","Horizon","CR","2013","1","13","Frommer's ... California.",,"California Guidebooks","Macmillan Travel,","c1996-"
"Digital","Freegal","SONG","2013","1","1","Grand Slam","Morning Glory",,,
"Digital","OverDrive","EBOOK","2013","1","1","Making Our Democracy Work: A Judge's View","Stephen Breyer","Law, Nonfiction","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2013","1","1","The shape of content.","Shahn, Ben, 1898-1969","Art","Harvard University Press,","1957."
"Physical","Horizon","BOOK","2013","1","3","Still Alice",,"Alzheimers disease Fiction, Women college teachers Fiction, Large type books",,
"Physical","Horizon","SOUNDDISC","2013","1","1","Quit listen to this audiobook and stop smoking",,"Nicotine addiction, Smoking cessation",,
"Physical","Horizon","BOOK","2013","1","1","Making books",,"Book design Juvenile literature, Books, Book design, Handicraft",,
"Digital","OverDrive","AUDIOBOOK","2013","1","1","The King of Torts (Unabridged)","John Grisham","Fiction, Suspense","Books on Tape","2009"
"Physical","Horizon","BOOK","2013","1","1","Selected stories / Nadine Gordimer.","Gordimer, Nadine",,"Viking Press,","1976, c1975."
"Digital","Freegal","SONG","2013","1","1","Cowgirl In the Sand","Josie Cotton",,,
"Physical","Horizon","BOOK","2013","1","20","The planets / by Gail Gibbons.","Gibbons, Gail","Planets Juvenile literature","Holiday House,","c2008."
"Physical","Horizon","SOUNDDISC","2013","1","1","Toots Thielemans Kenny Werner",,"Jazz 2001 2010, Harmonica music Jazz",,
"Physical","Horizon","BOOK","2013","1","8","Shark / written by Miranda MacQuitty.","MacQuitty, Miranda","Sharks Juvenile literature","DK Pub.,","2008."
"Physical","Horizon","SOUNDDISC","2013","1","2","Romantic arias [sound recording].","Kaufmann, Jonas","Operas Excerpts","Decca,","p2008."
"Digital","OverDrive","EBOOK","2013","1","2","Death Ground: Leo Guild Series, Book 2",,,"Dorchester Publishing","2011"
"Physical","Horizon","BOOK","2013","1","2","complete idiots guide to the superfood cookbook",,"Cooking, Low fat diet Recipes",,
"Digital","OverDrive","AUDIOBOOK","2013","1","4","Walden (Unabridged)","Henry David Thoreau","Nonfiction","Naxos of America, Inc.","2005"
"Digital","OverDrive","EBOOK","2013","1","1","Isaac Asimov's Robot City 1","Michael P. Kube-McDowell","Fiction, Science Fiction","ibooks, Inc.","2009"
"Physical","Horizon","BOOK","2013","1","1","Homework without tears",,"Homework, Education Parent participation",,
"Digital","OverDrive","EBOOK","2013","1","3","The Swan Thieves: A Novel","Elizabeth Kostova","Fiction, Literature","Hachette Digital, Inc.","2010"
"Digital","OverDrive","EBOOK","2013","1","1","Unveiled: Tamar","Francine Rivers","Fiction, Historical Fiction","Tyndale House Publishers","2012"
"Physical","Horizon","BOOK","2013","1","2","Geology for dummies / by Alecia M. Spooner.","Spooner, Alecia M.","Geology","Wiley,","c2011"
"Digital","OverDrive","EBOOK","2013","1","1","Lost at Sea: An American tragedy","Patrick Dillon","History, Nonfiction","Random House, Inc.","2012"
"Digital","Freegal","SONG","2013","1","1","What You Know","Gong",,,
"Digital","OverDrive","EBOOK","2013","1","1","Widow: Stories","Michelle Latiolais","Fiction, Literature","Perseus Books Group","2012"
"Physical","Horizon","BOOK","2013","1","1","Letters",,"Ford Ford Madox 1873 1939, Authors English Correspondence",,
"Physical","Horizon","BOOK","2013","1","2","Tippy Lemmey",,"Dogs Fiction, African Americans Tennessee Fiction, Tennessee Fiction",,
"Physical","Horizon","SOUNDDISC","2013","1","1","Conversations",,"Jazz 1961 1970, Saxophone music Jazz, Bass clarinet music Jazz",,
"Digital","OverDrive","EBOOK","2013","1","2","Luke","Jennifer Blake","Fiction, Romance, Suspense, Suspense","Harlequin Enterprises, Ltd.","2011"
"Digital","Freegal","SONG","2013","1","1","Come On","Stevie Ray Vaughan And Double Trouble",,,
"Digital","OverDrive","EBOOK","2013","1","2","Wild Goose Chase","Terri Thayer","Fiction, Mystery","Llewellyn Publications","2012"
"Digital","OverDrive","EBOOK","2013","1","1","The Mystery of Olga Chekhova","Antony Beevor","History, Nonfiction","Penguin Group (USA), Inc.","2010"
"Digital","OverDrive","EBOOK","2013","1","1","The Darkest Room","Johan Theorin","Fiction, Suspense, Thriller","Random House, Inc.","2012"
"Physical","Horizon","SOUNDDISC","2013","1","1","<Unknown Title>",,"Chile History Fiction, Historical fiction, Biographical fiction",,
"Digital","OverDrive","EBOOK","2013","1","1","Blossom","Constance Bennett","Fiction, Romance","Open Road Integrated Media","2009"
"Physical","Horizon","SOUNDDISC","2013","1","5","Diva, divo [sound recording].","DiDonato, Joyce","Operas Excerpts","Virgin Classics,","p2011."
"Physical","Horizon","SOUNDDISC","2013","1","1","John Wesley Harding",,"Popular music 1961 1970, Rock music 1961 1970",,
"Digital","OverDrive","VIDEO","2013","1","2","Arizona","Daniel Holechek","Drama, Feature Film, Fiction","Vanguard Cinema","2008"
"Physical","Horizon","BOOK","2013","1","1","tale of Ginger Pickles",,"Cats Fiction, Dogs Fiction, Animals Fiction",,
"Digital","OverDrive","EBOOK","2013","1","1","Flight from Berlin","David John","Fiction, Thriller","HarperCollins Publishers Inc.","2012"
"Physical","Horizon","BOOK","2013","1","2","Spectyr / Philippa Ballantine.","Ballantine, Philippa, 1971-","Fantasy fiction","Ace Books,","2011."
"Physical","Horizon","BOOK","2013","1","1","Alternative digital photography / John G. Blair.","Blair, John G. (Photographer)","Photography Digital techniques","Thomson Course Technology,","c2008."
"Digital","OverDrive","EBOOK","2013","1","3","Can't Hurry Love","Molly O'Keefe","Chick Lit Fiction, Fiction, Romance","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2013","1","1","Last reign kings of war",,"Knights and knighthood Comic books strips etc, Dystopias Comic books strips etc, Science fiction comic books strips etc, Graphic novels",,
"Physical","Horizon","BOOK","2013","1","1","The collected ghost stories of Mrs. J. H. Riddell / selected and introduced by E. F. Bleiler.","Riddell, J. H., Mrs., 1832-1906","Ghost stories English","Dover Publications,","c1977."
"Physical","Horizon","SOUNDDISC","2013","1","2","Fiddler on the roof original Broadway cast",,"Musicals",,
"Physical","Horizon","BOOK","2013","1","2","brick Bible a new spin on the Old Testament",,"Bible O T Paraphrases English, Bible Illustrations, Christian art and symbolism, LEGO toys",,
"Physical","Horizon","VIDEODISC","2013","1","23","Thirteen [videorecording] / Fox Searchlight Pictures presents in association with Michael London Productions and Working Title Films an Antidote Films production ; produced by Jeffrey Levy-Hinte, Michael London ; written by Catherine Hardwicke & Nikki Reed ; directed by Catherine Hardwicke.",,"Teenage girls California Drama, Self mutilation Drama, Teenagers Conduct of life Drama, Feature films, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","[2004], c2003."
"Physical","Horizon","SOUNDDISC","2013","1","3","The rough guide to the music of Romanian gypsies [sound recording].",,"Romanies Music, Folk music Romania, Popular music Romania 2001 2010","World Music Network,","p2008."
"Physical","Horizon","BOOK","2013","1","2","Shade : ideas and inspiration for shady gardens / Keith Wiley.","Wiley, Keith","Gardening in the shade, Shade tolerant plants","Timber Press,","2007."
"Digital","OverDrive","AUDIOBOOK","2013","1","1","Silent Thunder (Unabridged)","Iris Johansen","Fiction, Suspense","Brilliance Audio, Inc.","2008"
"Physical","Horizon","BOOK","2013","1","3","Sir Reginald's logbook / by Matt Hammill.","Hammill, Matt","Explorers Juvenile fiction, Quests Expeditions Juvenile fiction","Kids Can Press,","c2008."
"Physical","Horizon","SOUNDDISC","2013","1","2","Alice in Wonderland [sound recording] / music by Danny Elfmann.","Elfman, Danny","Motion picture music","Walt Disney Records,","p2010."
"Physical","Horizon","BOOK","2013","1","1","The secret language of astrology : the illustrated key to unlocking the secrets of the stars / Roy Gillett.","Gillett, Roy","Astrology","Watkins Pub. ; Distributed by Sterling Pub. Co.,","2011."
"Physical","Horizon","BOOK","2013","1","2","Son of stitch n bitch 45 projects to knit crochet for men",,"Knitting Patterns, Mens clothing",,
"Digital","OverDrive","EBOOK","2013","1","1","Bamboozled","Tish Rabe","Juvenile Nonfiction, Nature, Picture Book Nonfiction","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2013","1","7","The Mediterranean slow cooker cookbook / by Diane Phillips ; photographs by Tara Donne.","Phillips, Diane","Cooking Mediterranean, Electric cooking Slow","Chronicle Books,","c2012."
"Digital","Freegal","SONG","2013","1","1","Forever Young","Brandi Carlile",,,
"Physical","Horizon","BOOK","2013","1","1","The power of storytelling : captivate, convince, or convert any business audience using stories from top CEOs / Jim Holtje.","Holtje, James","Business communication, Communication in management, Storytelling","Prentice Hall Press,","c2011."
"Physical","Horizon","VIDEODISC","2013","1","2","Horatio Hornblower [videorecording] : the new adventures / an A&E/Meridian production ; produced by Andrew Benson ; screenplay by Niall Leonard ; directed by Andrew Grieve.",,"Hornblower Horatio Fictitious character Drama, Made for TV movies, Action and adventure television programs, Historical television programs, Fiction television programs, Video recordings for the hearing impaired, Great Britain History Naval 19th century Drama, Napoleonic Wars 1800 1815 Drama","A&E,","[2003]"
"Digital","OverDrive","AUDIOBOOK","2013","1","1","How to Marry a Millionaire Vampire: Love at Stake Series, Book 1 (unabridged) (Unabridged)","Kerrelyn Sparks","Fantasy, Fiction, Romance","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","SOUNDDISC","2013","1","3","Some other stuff [sound recording] / Grachan Moncur III.","Moncur, Grachan, 1915-1996","Jazz 1961 1970, Trombone music Jazz","Blue Note,","p2009."
"Physical","Horizon","BOOK","2013","1","1","Everglades river of grass",,"Everglades Fla",,
"Physical","Horizon","BOOK","2013","1","1","The daily book of art / Colin Gilbert ... [and others].",,"Art appreciation","Walter Foster Pub.,","c2009."
"Physical","Horizon","BOOK","2013","1","7","Zakka sewing : 25 Japanese projects for the household / Therese Laskey + Chika Mori ; photography by Yoko Inoue.","Laskey, Therese","Sewing Japan, Decoration and ornament Japan","Stewart, Tabori, & Chang,","2008."
"Physical","Horizon","SOUNDDISC","2013","1","10","Pac's life [sound recording] / 2Pac.","Shakur, Tupac, 1971-1996","Rap Music, Popular music 2001 2010","Amaru/Interscope,","p2006."
"Physical","Horizon","BOOK","2013","1","1","suspect",,"Large type books, San Francisco Calif Fiction, Mystery fiction, Legal stories",,
"Physical","Horizon","BOOK","2013","1","1","Night vision / Ellen Hart.","Hart, Ellen","Lawless Jane Fictitious character Fiction, Women detectives Minnesota Minneapolis Fiction, Lesbians Fiction, Stalkers Fiction, Minneapolis Minn Fiction, Mystery fiction","St. Martin's Minotaur,","2006."
"Digital","OverDrive","EBOOK","2013","1","4","Burn the Night: Dark Days Series, Book 6","Jocelynn Drake","Fantasy, Fiction","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","BOOK","2013","1","1","No law in the land / Michael Jecks.","Jecks, Michael","Furnshill Baldwin Sir Fictitious character Fiction, Puttock Simon Fictitious character Fiction, West Country England Fiction, Great Britain History Edward II 1307 1327 Fiction, Mystery fiction","Headline,","2009."
"Physical","Horizon","BOOK","2013","1","19","Friends forever / written by Helen Murray.","Murray, Helen (Senior editor)","LEGO toys Juvenile fiction, Friendship Fiction","DK,","2012."
"Digital","OverDrive","EBOOK","2013","1","2","That Old Cape Magic","Richard Russo","Fiction, Literature","Random House, Inc.","2009"
"Physical","Horizon","SOUNDDISC","2013","1","1","The bears on Hemlock Mountain [sound recording] / Alice Dalgliesh.","Dalgliesh, Alice, 1893-1979","Bears Juvenile fiction, Winter Fiction","Simon & Schuster Audio,","p1999, c1952."
"Physical","Horizon","SOUNDDISC","2013","1","2","old man and the sea",,"Fishers Cuba Fiction, Older men Cuba Fiction, Friendship Fiction, Cuba Fiction, Bildungsromans, Allegories",,
"Digital","OverDrive","EBOOK","2013","1","1","The Future of Hedge Fund Investing: A Regulatory and Structural Solution for a Fallen Industry","Monty Agarwal","Business, Finance, Nonfiction","John Wiley & Sons, Inc.","2009"
"Physical","Horizon","BOOK","2013","1","6","Children's picturebooks : the art of visual storytelling / Martin Salisbury with Morag Styles.","Salisbury, Martin","Illustrated childrens books, Illustration of books, Picture books for children","Laurence King Pub.,","2012."
"Physical","Horizon","VIDEODISC","2013","1","10","Limelight [videorecording] / Magnolia Pictures and Deer Jen Films presnet in association with Gulfstream Films ; executive producer, Dave Berlin, Jonathan Vinnik ; produced by Jen Gatienm ; producers, Alfred Spellman, Billy Corben ; directed by BIlly Corben.",,"Gatien Peter 1952, Nightclubs New York State New York, Biographical films, Nonfiction films, Documentary films, Video recordings for the hearing impaired","Distributed by Magnolia Home Entertainment,","c2012."
"Digital","OverDrive","EBOOK","2013","1","5","For the Sake of Elena: Inspector Lynley Series, Book 5","Elizabeth George","Fiction, Mystery, Suspense","Random House, Inc.","2008"
"Physical","Horizon","BOOK","2013","1","3","Samurai / by Jim Ollhoff.","Ollhoff, Jim, 1959-","Samurai Juvenile literature","ABDO Pub.,","c2008."
"Physical","Horizon","BOOK","2013","1","2","There's a hole in my sidewalk : the romance of self-discovery / Portia Nelson.","Nelson, Portia","Self actualization Psychology, Self realization, Self perception, Maturation Psychology","Atria Books/Beyond Words,","2012."
"Digital","OverDrive","EBOOK","2013","1","2","From Lance to Landis: Inside the American Doping Controversy at the Tour de France","David Walsh","Nonfiction, Sports & Recreations","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2013","1","1","Alice Munro : writing her lives : a biography / Robert Thacker.","Thacker, Robert, 1951-","Munro Alice 1931, Munro Alice 1931 Criticism and interpretation, Authors Canadian English 20th century Biography","Emblem,","2011, c2005."
"Physical","Horizon","BOOK","2013","1","1","The symbolists. [Translated by Mary Anne Stevens.","Jullian, Philippe","Symbolism Art movement France, Arts French 19th century, Symbolism Art movement Belgium, Arts Belgium 19th century","Phaidon; [distributed by Praeger Publishers],","[1973]"
"Physical","Horizon","BOOK","2013","1","3","Whistle! Vol. 2, On your marks / story and art by Daisuke Higuchi ; [translation, Naomi Kokubo].","Higuchi, Daisuke","Soccer players Comic books strips etc, Fathers and sons Comic books strips etc, Graphic novels, Comic books strips etc","Viz Communications,","2004, c1998."
"Digital","OverDrive","EBOOK","2013","1","1","Dreaming Anastasia: A Novel of Love, Magic, and the Power of Dreams","Joy Preble","Juvenile Fiction, Juvenile Literature, Romance","Sourcebooks","2011"
"Physical","Horizon","BOOK","2013","1","1","Pickles to relish / by Beverly Ellen Schoonmaker Alfeld ; foreword by Ron Couch ; photography by Jim Smith.","Alfeld, Beverly Ellen Schoonmaker, 1946-","Canning and preserving, Pickles, Cooking Relishes","Pelican Pub. Company,","2008."
"Physical","Horizon","SOUNDDISC","2013","1","2","deep end of the ocean",,"Missing children Fiction, Chicago Ill Fiction, Domestic fiction",,
"Physical","Horizon","SOUNDDISC","2013","1","2","Dog tags [sound recording] / David Rosenfelt.","Rosenfelt, David","Carpenter Andy Fictitious character Fiction, Trials Murder Fiction, Dogs Fiction, New Jersey Fiction","Listen & Live Audio,","p2010."
"Physical","Horizon","BOOK","2013","1","1","Killer move / Michael Marshall.","Marshall, Michael, 1965 May 3-","Real estate agents Fiction, Success Fiction, Fate and fatalism Fiction, Suspense fiction","William Morrow,","c2011."
"Physical","Horizon","SOUNDDISC","2013","1","2","Symphony no 3 in C minor op 44 Symphony no 4 op 47 original 1930 version",,"Symphonies",,
"Physical","Horizon","BOOK","2013","1","1","Greek lyric : an anthology in translation / translated, with introduction and notes by Andrew M. Miller.",,"Greek poetry Translations into English","Hackett Pub. Company,","c1996."
"Physical","Horizon","BOOK","2013","1","1","The J.R.R. Tolkien companion & guide / Christina Scull, Wayne G. Hammond.","Scull, Christina","Tolkien J R R John Ronald Reuel 1892 1973 Encyclopedias, Middle Earth Imaginary place Encyclopedias, Fantasy literature English Encyclopedias","Houghton Mifflin,","2006."
"Physical","Horizon","BOOK","2013","1","1","James Marshall's Mother Goose.",,"Nursery rhymes","Farrar, Straus & Giroux,","1979."
"Physical","Horizon","SOUNDDISC","2013","1","1","The slaves' war [sound recording] : the Civil War in the words of former slaves / Andrew Ward.","Ward, Andrew, 1946-","United States History Civil War 1861 1865 Personal narratives, United States History Civil War 1861 1865 African Americans, Slaves Southern States Biography, Freedmen United States Biography, African Americans Biography, United States History Civil War 1861 1865 Social aspects","Tantor Media,","cp2008."
"Physical","Horizon","SOUNDDISC","2013","1","3","Hello cruel world [sound recording] / Gretchen Peters.","Peters, Gretchen, 1957-","Country music 2011 2020, Popular music 2011 2020","Scarlet Letter Records,","p2012."
"Physical","Horizon","BOOK","2013","1","7","The everything job interview book : all you need to stand out in today's competitive job market / Lin Grensing-Pophal.","Grensing-Pophal, Lin, 1959-","Employment interviewing","Adams Media,","c2012."
"Physical","Horizon","BOOK","2013","1","1","No going back / Lyndon Stacey.","Stacey, Lyndon","Ex police officers England Fiction, Runaway children England Dartmoor Fiction, Mystery fiction","Severn House,","2010."
"Digital","OverDrive","EBOOK","2013","1","14","More from Macrina: New Favorites from Seattle's Popular Neighborhood Bakery","Leslie Mackie","Cooking & Food, Nonfiction","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2013","1","1","Traditions from India / Shelby Mamdani.","Mamdani, Shelby","South Asia Civilization Juvenile literature, India Social life and customs Juvenile literature, South Asia Social life and customs Juvenile literature","Raintree Steck-Vaughn Publishers,","c1999."
"Physical","Horizon","BOOK","2013","1","1","InStyle weddings",,"Weddings Planning, Weddings Equipment and supplies",,
"Physical","Horizon","BOOK","2013","1","7","Ripe : a fresh, colorful approach to fruits and vegetables / Cheryl Sternman Rule ; photography by Paulette Phlipot.","Rule, Cheryl Sternman","Cooking Fruit, Cooking Vegetables","Running Press,","c2011."
"Physical","Horizon","SOUNDDISC","2013","1","1","Entombed",,"Poe Edgar Allan 1809 1849 Homes and haunts Fiction, Cooper Alexandra Fictitious character Fiction, Serial rape investigation Fiction, Public prosecutors Fiction, Women lawyers Fiction, Upper East Side New York N Y Fiction, New York N Y Fiction, Mystery fiction, Legal stories",,
"Physical","Horizon","BOOK","2013","1","1","Dark aura",,"Indigo children Fiction, Fathers and daughters Fiction, Women detectives Fiction, Senile dementia Patients Fiction, California Northern Fiction, Mystery fiction",,
"Physical","Horizon","BOOK","2013","1","2","Build your own treehouse : a practical guide / Maurice Barkley.","Barkley, Maurice","Tree houses Design and construction Amateurs manuals","Sterling,","c2007."
"Physical","Horizon","BOOK","2013","1","5","Birds / David Burnie.","Burnie, David","Birds Identification","DK Pub.,","2012."
"Physical","Horizon","BOOK","2013","1","5","Once upon a starry night : a book of constellations / Jacqueline Mitton, Christina Balit.","Mitton, Jacqueline","Constellations Juvenile literature, Astronomy Juvenile literature, Stars Juvenile literature, Mythology Juvenile literature, Mythology Greek Juvenile literature","National Geographic,","c2003."
"Physical","Horizon","BOOK","2013","1","1","The sisters Rosensweig / Wendy Wasserstein.","Wasserstein, Wendy","Sisters England London Drama","Harcourt Brace Jovanovich,","c1993."
"Physical","Horizon","BOOK","2013","1","1","Caspar David Friedrich to Ferdinand Hodler, a romantic tradition : nineteenth-century paintings and drawings from the Oskar Reinhart Foundation, Winterthur / Peter Wegman, with contributions by William Vaughan, Franz Zelger and Matthias Wohlgemuth ; edited and translated from the German by Margarita Russell.","Stiftung Oskar Reinhart","Reinhart Oskar 1885 1965 Art collections, Stiftung Oskar Reinhart Catalogs, Art German 19th century, Art Austrian 19th Century, Art Swiss 19th century","Insel Verlag,","1993."
"Digital","Freegal","SONG","2013","1","1","Caribbean Connection","Big Punisher featuring Wyclef",,,
"Physical","Horizon","BOOK","2013","1","2","death in the family",,"Fathers Death Fiction, Parents Death Fiction, Grief Fiction, Death Fiction, Families Fiction",,
"Digital","OverDrive","EBOOK","2013","1","2","Tacky the Penguin","Helen Lester","Juvenile Fiction, Picture Book Fiction","Houghton Mifflin Harcourt Trade and Reference","2011"
"Physical","Horizon","BOOK","2013","1","2","The young person's guide to Shakespeare : with performances on CD by the Royal Shakespeare Company / book written by Anita Ganeri.","Ganeri, Anita, 1961-","Shakespeare William 1564 1616 Juvenile literature, Dramatists English Early modern 1500 1700 Biography Juvenile literature, Authors English Juvenile literature","Harcourt Brace,","1999."
